DATE,SEASON,SEASNUM,STREAM,STREAMNUM,STREAMTYPE,REACH,HABITAT,V_NAME_,V_LABEL_,ALL,CRC,CSR,DSS,GSD,LES,NHS,OTD,OZM,RBD,SLM,WTS,BDS,GSF,HHC,SMB,SRD,STD,AMM,OZB,BTM,FTD,NSF,TSS,RH,BLG,BES,CKM,TEMP,DO,PH,SPC,LENGTH,COVER,AREA,WIDTH,CANOPY,DEPTH,VELOCITY,SUBSTRATE,VOLUME,TOTDENVOL,COVERASN,CANOPYASN,TOTDENAREA,TOTDNARLOG,TOTNUMLOG,VOLLOG,TOTDENVOLLOG,RICHNESS,VELOCITYLOG,DEPTHLOG,SUBSTRATELOG,CSRDNVOL,CSRDNVOLLOG,CANOPYLOG,COVERLOG,OTDRBD,OTDRBDDEN,OTDRBDDNLOG
37780,June,6,Falling,3,1,2,Riffle,PopEst,PopEst,58,0,9,1,6,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0.83,6.85,15.66666667,18.9,35,148.932,7.88,,14.06666667,18.66666667,4.866666667,20.949768,2.768527079,20.49770658,,0.389439476,0.142839634,1.763427994,1.321179218,0.57617164,6,1.293730757,1.17801718,0.768391413,0.429599029,0.155214245,,1.544068044,28,1.336530314,0.36857142
37780,June,6,Falling,3,1,3,Pool,PopEst,PopEst,39,1,4,2,1,5,0,5,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96666667,0.773333333,6.773333333,15.7,40.5,10,341.55,8.433333333,,47.38888889,0.722222222,5.444444444,161.85675,0.240953806,5.742081468,,0.114185332,0.046957437,1.591064607,2.209130816,0.093755615,11,0.236089189,1.68474565,0.809185484,0.024713211,0.010602335,,1,7,0.043248119,0.01838761
37780,June,6,Falling,3,1,4,Riffle,PopEst,PopEst,194,16,76,20,13,0,0,18,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12333333,0.773333333,6.73,15.8,75.8,50,553.34,7.3,,17.61904762,14,4.666666667,97.4932381,1.989881594,30.01521644,,0.350598186,0.130526162,2.28780173,1.988974495,0.47565399,7,1.176091259,1.269957463,0.753327667,0.779541243,0.250308058,,1.698970004,44,0.451313351,0.161761191
37780,June,6,Falling,3,1,5,Pool,PopEst,PopEst,27,1,3,0,2,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01666667,0.806666667,6.61,15.83333333,19.7,20,157.1075,7.975,,41,1.166666667,5.25,64.414075,0.419163048,11.54281075,,0.17185685,0.068874563,1.431363764,1.808980775,0.152032294,6,0.335792102,1.62324929,0.795880017,0.046573672,0.019769805,,1.301029996,9,0.139721016,0.056798557
37780,June,6,Falling,3,1,6,Run,PopEst,PopEst,36,0,8,8,2,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06666667,0.876666667,6.62,15.7,21.4,30,114.49,5.35,,31.08333333,11.41666667,5.166666667,35.58730833,1.011596597,17.46645787,,0.314437942,0.118740087,1.556302501,1.551295141,0.303540892,7,1.094005022,1.506279483,0.790050474,0.224799244,0.08806491,,1.477121255,5,0.140499527,0.05709511
37780,June,6,Falling,3,1,7,Riffle,PopEst,PopEst,63,0,20,13,5,0,0,31,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.04,0.903333333,6.606666667,15.66666667,17.1,30,151.335,8.85,,16.16666667,14.91666667,4.75,24.465825,2.575020462,17.46645787,,0.416294975,0.151153714,1.799340549,1.388559865,0.553278532,6,1.201852121,1.234685974,0.759667845,0.817466813,0.259466489,,1.477121255,35,1.430566923,0.385707583
37781,June,6,Bear,1,1,1,Run,PopEst,PopEst,103,4,72,0,8,0,0,12,0,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19.34333333,0.52,6.866666667,34.13333333,19.7,15,156.9433333,7.966666667,51.66666667,20.22222222,5.555555556,4.666666667,31.73742963,3.24537939,8.631302261,31.12470141,0.656287832,0.219135811,2.012837225,1.501571751,0.627916507,7,0.816609502,1.326790858,0.753327667,2.268614719,0.514363732,1.713210443,1.176091259,14,0.441119529,0.158700003
37781,June,6,Bear,1,1,2,Pool,PopEst,PopEst,448,39,372,0,5,2,1,43,0,0,4,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,19.33,0.553333333,6.85,34.26666667,36.2,15,276.1542857,7.628571429,42.85714286,29,3.523809524,5,80.08474286,5.594074277,8.631302261,25.38980507,1.62228154,0.418679318,2.651278014,1.903549785,0.819153835,10,0.655504311,1.477121255,0.77815125,4.645079534,0.751670065,1.632023215,1.176091259,43,0.536931236,0.186654437
37781,June,6,Bear,1,1,3,Riffle,PopEst,PopEst,230,7,143,5,2,0,0,60,2,4,7,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,19.29666667,0.593333333,6.853333333,34.2,50,30,404,8.08,33,20.56666667,14.06666667,4.866666667,83.08933333,2.768105011,17.46645787,19.27854889,0.569306931,0.195707893,2.361727836,1.919545274,0.576122997,12,1.17801718,1.333783026,0.768391413,1.721039203,0.434734799,1.51851394,1.477121255,64,0.770255308,0.248035905
37781,June,6,Bear,1,1,4,Pool,PopEst,PopEst,103,18,42,2,3,0,0,7,1,0,1,2,0,1,0,0,40,0,0,0,0,0,0,0,0,0,1,0,19.32,0.626666667,6.826666667,34.26666667,15.2,5,92.72,6.1,55,33.55555556,1.444444444,4.888888889,31.11271111,3.310544029,2.867437651,33.3839372,1.110871441,0.324461784,2.012837225,1.492937856,0.634532085,11,0.388180171,1.53851788,0.77003336,1.349930575,0.371055032,1.740362689,0.698970004,7,0.224988429,0.088131987
37781,June,6,Bear,1,1,5,Run,PopEst,PopEst,160,4,94,6,1,0,0,17,0,0,8,8,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19.32,0.626666667,6.826666667,34.26666667,24.9,10,157.866,6.34,32,25,8.4,4.133333333,39.4665,4.054071174,5.742081468,18.67239099,1.013517794,0.303955472,2.204119983,1.596228614,0.703641354,9,0.973127854,1.414973348,0.710399466,2.381766815,0.529143658,1.505149978,1,17,0.430745062,0.155562256
37781,June,6,Bear,1,1,6,Run,PopEst,PopEst,131,18,90,1,2,0,0,16,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19.35666667,0.66,6.803333333,34.36666667,21.3,20,112.89,5.3,47.5,23,19.5,5.583333333,25.9647,5.045311519,11.54281075,28.3737343,1.160421649,0.334538521,2.117271296,1.414383309,0.781418685,9,1.311753861,1.380211242,0.818445845,3.466244555,0.6499425,1.67669361,1.301029996,17,0.654735083,0.218728475
37781,June,6,Bear,1,1,7,Pool,PopEst,PopEst,137,18,71,5,5,0,0,8,0,0,24,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,19.41333333,0.68,6.74,34.03333333,18.5,20,123.025,6.65,47.5,25.91666667,5.833333333,5,31.88397917,4.296828802,11.54281075,28.3737343,1.113594798,0.325021731,2.136720567,1.503572517,0.724015936,7,0.834632606,1.430021276,0.77815125,2.226823686,0.508775236,1.67669361,1.301029996,8,0.250909711,0.097225964
37782,June,6,Cave,2,1,1,Pool,PopEst,PopEst,427,61,208,2,0,0,0,14,0,0,4,0,0,1,13,0,120,4,0,0,0,0,0,0,0,0,0,0,17.37,0.593333333,7.053333333,58.93333333,26.7,10,263.262,9.86,36,29.13333333,0.6,4.133333333,76.696996,5.567362769,5.742081468,21.11089835,1.621958353,0.418625789,2.630427875,1.884778354,0.817391007,9,0.204119983,1.479047176,0.710399466,2.711970623,0.56960453,1.556302501,1,14,0.182536484,0.072814549
37782,June,6,Cave,2,1,2,Riffle,PopEst,PopEst,484,6,265,11,0,0,0,46,0,0,8,0,13,0,1,0,114,20,0,0,0,0,0,0,0,0,0,0,17.36,0.62,7.066666667,58.66666667,112,50,1201.846154,10.73076923,31.15384615,20.76923077,11.46153846,4.102564103,249.6142012,1.938992244,30.01521644,18.16117675,0.402713774,0.146969061,2.684845362,2.39726929,0.46819844,9,1.095571662,1.337843083,0.707788469,1.061638315,0.314212477,1.493511671,1.698970004,46,0.184284387,0.073456004
37782,June,6,Cave,2,1,3,Pool,PopEst,PopEst,395,46,144,2,0,0,0,36,0,0,0,0,1,0,3,0,282,11,0,0,0,0,0,0,0,0,0,0,18.42666667,0.623333333,7.276666667,57.5,29.3,10,290.5583333,9.916666667,21.66666667,65.77777778,1.444444444,4.333333333,191.1228148,2.066733898,5.742081468,12.5196723,1.35945163,0.372811079,2.596597096,2.281312533,0.486676094,8,0.388180171,1.824631963,0.726998728,0.753442231,0.243891462,1.335792102,1,36,0.188360558,0.074948229
37782,June,6,Cave,2,1,4,Riffle,PopEst,PopEst,251,24,119,11,0,0,0,16,0,0,2,0,4,0,2,0,75,2,0,0,0,0,0,0,0,0,0,0,18.52333333,0.646666667,7.456666667,56.76666667,41.4,40,220.34,5.322222222,54.44444444,23.44444444,7.518518519,4.333333333,51.65748889,4.858927629,23.59013767,33.00343842,1.139148589,0.330240952,2.399673721,1.713133291,0.767818134,9,0.930364072,1.388180171,0.726998728,2.303635011,0.51899206,1.735953571,1.602059991,16,0.309732438,0.117182584
37782,June,6,Cave,2,1,5,Run,PopEst,PopEst,174,4,102,0,0,0,0,17,0,0,3,0,1,0,0,0,37,6,0,0,0,0,0,0,0,0,0,0,18.52,0.696666667,7.426666667,56.66666667,35.3,35,215.77125,6.1125,44.375,25.33333333,4.75,4.375,54.66205,3.183195654,20.49770658,26.35675358,0.806409566,0.256816224,2.240549248,1.737685915,0.621508178,7,0.759667845,1.420505837,0.730378469,1.866011245,0.45727789,1.647138366,1.544068044,17,0.311001874,0.117603313
37783,June,6,Sylamore,4,2,1,Riffle,PopEst,PopEst,262,0,80,41,0,0,0,0,3,14,1,0,19,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,17.78666667,0.83,7.866666667,277.6333333,21.3,25,219.39,10.3,47.5,18.16666667,5.666666667,3.5,39.85585,6.573689935,14.48485539,28.3737343,1.194220338,0.341280236,2.418301291,1.600492076,0.879307521,9,0.823908741,1.28254659,0.653212514,2.007233568,0.478167161,1.67669361,1.397940009,14,0.351265874,0.130740809
37783,June,6,Sylamore,4,2,2,Pool,PopEst,PopEst,101,0,68,16,0,17,0,0,0,11,2,0,2,0,5,3,0,0,0,4,1,0,1,0,0,0,0,0,17.75,0.913333333,7.883333333,277.0666667,30.4,5,325.28,10.7,47.5,46.33333333,1.944444444,3.611111111,150.7130667,0.670147601,2.867437651,28.3737343,0.310501722,0.117437596,2.004321374,2.178150907,0.222754854,11,0.469003364,1.67516709,0.663805587,0.451188484,0.161723823,1.67669361,0.698970004,11,0.072986372,0.030594206
37783,June,6,Sylamore,4,2,3,Pool,PopEst,PopEst,90,0,41,4,0,5,0,0,2,5,1,0,3,0,3,0,0,0,1,7,3,0,2,5,0,0,0,0,17.8,0.973333333,7.913333333,184.92,24.3,5,243.972,10.04,46,39.26666667,1.8,3.733333333,95.799672,0.939460419,2.867437651,27.40099864,0.368894791,0.136370071,1.954242509,1.981364022,0.287680921,13,0.447158031,1.60494568,0.67516709,0.427976413,0.154721034,1.662757832,0.698970004,5,0.052192246,0.022095097
37783,June,6,Sylamore,4,2,4,Run,PopEst,PopEst,113,0,36,19,0,1,0,0,1,12,1,0,12,0,2,0,0,0,0,5,5,6,3,0,0,0,0,0,17.86333333,1.026666667,7.923333333,275.6666667,49.4,5,417.7044444,8.455555556,42.77777778,19.81481481,6.111111111,3.703703704,82.76736214,1.365272459,2.867437651,25.33946081,0.270526209,0.103983628,2.053078443,1.917859114,0.373881175,12,0.851937465,1.318372551,0.672439957,0.434954058,0.156837997,1.63121822,0.698970004,12,0.144984686,0.058799678
37783,June,6,Sylamore,4,2,5,Riffle,PopEst,PopEst,134,0,1,8,0,0,0,0,1,31,2,0,16,0,0,0,0,0,0,0,0,67,1,0,0,0,0,2,17.85333333,1.08,7.92,275.5333333,39.6,10,346.2171429,8.742857143,42.14285714,11.0952381,8.904761905,3.857142857,38.41361633,3.488346394,5.742081468,24.9374543,0.387040338,0.142089091,2.127104798,1.584485194,0.652086367,9,0.99584404,1.082614422,0.686380877,0.026032436,0.01116109,1.624723976,1,31,0.807005509,0.256959477
37783,June,6,Sylamore,4,2,6,Run,PopEst,PopEst,134,0,0,24,0,0,0,0,3,27,11,0,14,0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,17.95,1.09,7.933333333,274.8666667,23.8,5,390.32,16.4,61.25,12.33333333,4.25,4,48.13946667,2.783578824,2.867437651,37.78964733,0.343308055,0.128175619,2.127104798,1.682501274,0.577902786,8,0.720159303,1.124938737,0.698970004,0,0,1.787106093,0.698970004,27,0.56087036,0.193366834
37829,August,8,Falling,3,1,1,Run,PopEst,PopEst,161,5,48,27,36,0,0,6,30,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26.35,0.88,6.65,23.8,25.3,1,60.72,2.4,53,11.73333333,2.066666667,5.266666667,7.12448,22.5981405,0.573257962,32.02168846,2.651515152,0.562473107,2.206825876,0.852753172,1.372877782,10,0.486666573,1.104942108,0.797036595,6.737333812,0.888591334,1.72427587,0,14,1.965055695,0.472032856
37829,August,8,Falling,3,1,2,Riffle,PopEst,PopEst,35,1,0,11,0,0,0,5,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29.06,0.88,6.69,23.1,11.3,65,86.25666667,7.633333333,20,2.333333333,1.222222222,4.777777778,2.012655556,17.3899602,40.56216516,11.54281075,0.405765738,0.147912954,1.544068044,0.303769456,1.264580789,6,0.346787486,0.522878745,0.761760834,0,0,1.301029996,1.812913357,8,3.974848045,0.69677982
37829,August,8,Falling,3,1,3,Pool,PopEst,PopEst,129,14,80,7,6,1,0,2,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28.55,0.84,6.67,23.3,39.9,2,285,7.142857143,42.85714286,34.42857143,0,5.285714286,98.12142857,1.314697532,1.146573262,25.38980507,0.452631579,0.162155481,2.11058971,1.991763863,0.364494249,9,0,1.549353641,0.798354636,0.815316299,0.258952307,1.632023215,0.301029996,2,0.020382907,0.008763175
37829,August,8,Falling,3,1,4,Riffle,PopEst,PopEst,192,37,53,37,11,0,0,15,5,8,28,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27.96,0.81,6.51,23.3,73.9,80,301.9342857,4.085714286,30.35714286,7.785714286,2.380952381,4.166666667,23.50774082,8.167522413,53.15705071,17.68120187,0.635899959,0.213756742,2.283301229,1.371210894,0.96225198,9,0.529039054,0.943777076,0.713210443,2.254576499,0.512494484,1.482260894,1.903089987,23,0.978401122,0.29631435
37829,August,8,Falling,3,1,5,Pool,PopEst,PopEst,52,4,22,6,1,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.28,0.77,6.45,23.3,20.5,3,176.3,8.6,42.5,40,0,5.5,70.52,0.737379467,1.720003289,25.16342019,0.294951787,0.112253599,1.716003344,1.848312304,0.239894685,9,0,1.612783857,0.812913357,0.311968236,0.11792332,1.62838893,0.477121255,1,0.014180374,0.006115202
37829,August,8,Falling,3,1,6,Run,PopEst,PopEst,68,3,27,19,5,0,0,4,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0.77,6.51,23.1,22.7,15,89.665,3.95,32.5,17.75,1.5,5.25,15.9155375,4.272554414,8.631302261,18.9751946,0.758378409,0.245112342,1.832508913,1.20182131,0.72202107,9,0.397940009,1.273001272,0.795880017,1.696455429,0.430793246,1.511883361,1.176091259,6,0.376990095,0.138930816
37829,August,8,Falling,3,1,7,Riffle,PopEst,PopEst,39,0,17,6,4,0,0,1,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29.35,0.75,6.66,23,19.6,80,90.81333333,4.633333333,58.33333333,7.666666667,0.888888889,4.555555556,6.962355556,5.601552476,53.15705071,35.70343483,0.429452356,0.155169685,1.591064607,0.842756198,0.81964608,7,0.276206412,0.937852093,0.744727495,2.441702361,0.53677331,1.765916794,1.903089987,4,0.574518203,0.197147686
37830,August,8,Sylamore,4,2,1,Riffle,PopEst,PopEst,163,0,84,56,0,0,0,0,0,8,3,0,8,0,3,0,0,0,0,3,0,1,0,4,0,0,0,0,23.72,0.845,7.685,290,24.5,60,248.675,10.15,42.5,10.91666667,3.5,3.916666667,27.14702083,6.004342097,36.88859859,25.16342019,0.655474012,0.218922368,2.212187604,1.433722176,0.845367349,9,0.653212514,1.076154791,0.691670766,3.094262185,0.61217565,1.62838893,1.77815125,8,0.294691637,0.112166343
37830,August,8,Sylamore,4,2,2,Pool,PopEst,PopEst,105,0,62,0,0,22,0,0,0,4,0,0,1,0,0,7,0,0,0,7,1,0,1,1,0,0,0,0,23.72,0.845,7.685,290,30.4,45,286.7733333,9.433333333,35.83333333,39.5,0.111111111,4,113.2754667,0.926943875,26.75724874,21.00852597,0.366142831,0.135496107,2.021189299,2.05413586,0.284869065,9,0.045757491,1.607455023,0.698970004,0.547338288,0.189585272,1.55428721,1.653212514,4,0.035312148,0.01507131
37830,August,8,Sylamore,4,2,3,Pool,PopEst,PopEst,34,0,8,2,0,6,0,0,0,0,1,0,2,0,5,0,0,0,0,3,6,1,0,1,0,0,0,0,23.72,0.845,7.685,290,26,35,220.48,8.48,37,31.6,0,3.333333333,69.67168,0.48800316,20.49770658,21.72663176,0.154208999,0.062284456,1.531478917,1.843056283,0.172603853,10,0,1.5132176,0.636822098,0.114824273,0.047206416,1.568201724,1.544068044,0,0,0
37830,August,8,Sylamore,4,2,4,Run,PopEst,PopEst,95,0,11,13,0,11,0,0,1,20,8,0,12,0,8,0,0,0,0,2,1,5,3,0,0,0,0,0,23.72,0.845,7.685,290,41.6,20,325.52,7.825,40.625,16.16666667,3.625,3.375,52.62573333,1.805200498,11.54281075,23.98163999,0.291840747,0.111208979,1.977723605,1.721198161,0.447963907,12,0.665111737,1.234685974,0.640978057,0.209023216,0.08243464,1.608793374,1.301029996,20,0.38004221,0.13989237
37830,August,8,Sylamore,4,2,5,Riffle,PopEst,PopEst,86,0,1,51,0,0,0,0,1,28,4,0,8,0,2,0,0,0,0,0,0,40,2,0,0,0,0,0,23.72,0.845,7.685,290,58.9,50,435.86,7.4,45.90909091,8.666666667,6.878787879,3.575757576,37.77453333,2.276666114,30.01521644,27.34232246,0.197311063,0.078206995,1.934498451,1.577199108,0.51543219,9,0.896459408,0.985276743,0.660463007,0.026472862,0.011347472,1.661898693,1.698970004,28,0.74124013,0.240858668
37843,August,8,Water,6,2,1,Riffle,PopEst,PopEst,883,0,22,29,0,0,0,74,0,0,0,0,16,0,9,0,183,0,1,0,0,0,0,0,0,0,0,0,20.3,0.65,7.86,359.4,66.4,45,374.6857143,5.642857143,23.92857143,8.047619048,2.119047619,3.666666667,30.15327891,29.28371414,26.75724874,13.85140856,2.356641757,0.525904993,2.945960704,1.479334545,1.481209138,7,0.494022005,0.956534306,0.669006781,0.729605562,0.237947073,1.378916771,1.653212514,74,2.454127799,0.538338402
37843,August,8,Water,6,2,2,Pool,PopEst,PopEst,266,1,117,29,0,0,0,8,0,0,0,0,2,0,14,0,74,0,5,2,0,0,0,0,0,0,0,0,20.3,0.65,7.86,359.4,28.1,15,156.798,5.58,21,13.4,0.266666667,3.533333333,21.010932,12.66007619,8.631302261,12.12850088,1.69645021,0.430792405,2.424881637,1.322445317,1.135453122,9,0.102662342,1.158362492,0.656417654,5.568529754,0.817468172,1.322219295,1.176091259,8,0.380754171,0.140116364
37843,August,8,Water,6,2,3,Riffle,PopEst,PopEst,92,0,2,8,0,0,0,18,0,0,0,0,15,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,20.3,0.65,7.86,359.4,15.1,20,69.46,4.6,16.66666667,5.222222222,2.111111111,3.777777778,3.627355556,25.36282936,11.54281075,9.598934478,1.324503311,0.366330169,1.963787827,0.559590127,1.420992019,6,0.492915522,0.793945518,0.679225946,0.551365856,0.190714229,1.22184875,1.301029996,18,4.962292702,0.775413293
37843,August,8,Water,6,2,4,Run,PopEst,PopEst,142,1,6,9,0,0,0,10,0,0,2,0,5,0,7,0,100,0,1,0,0,0,0,0,0,0,0,0,20.3,0.65,7.86,359.4,32.5,5,211.7916667,6.516666667,22.5,9.055555556,0.833333333,3.333333333,19.17891204,7.403965341,2.867437651,13.00947341,0.670470195,0.222838731,2.152288344,1.282823967,0.924484253,9,0.263241435,1.00240607,0.636822098,0.312843606,0.118212993,1.352182518,0.698970004,10,0.52140601,0.182245127
37843,August,8,Water,6,2,5,Riffle,PopEst,PopEst,244,0,28,33,0,0,0,36,0,0,1,0,25,0,16,0,99,0,3,0,0,0,0,0,0,0,0,0,20.3,0.65,7.86,359.4,72.8,50,299.845,4.11875,21.875,9.75,2.083333333,3.625,29.2348875,8.346192541,30.01521644,12.64203407,0.813753773,0.258578329,2.387389826,1.465901427,0.970634724,8,0.489020478,1.031408464,0.665111737,0.9577598,0.291759407,1.339948062,1.698970004,36,1.231405457,0.348578491
37843,August,8,Water,6,2,6,Pool,PopEst,PopEst,680,6,343,46,0,0,0,25,0,0,0,0,4,0,21,0,226,0,1,0,0,0,2,0,0,0,0,0,20.3,0.65,7.86,359.4,35.6,30,132.7371429,3.728571429,62.14285714,26.71428571,0.047619048,4.142857143,35.45977959,19.17665614,17.46645787,38.44001899,5.122906711,0.786957643,2.832508913,1.549736032,1.304849193,9,0.020203386,1.44270369,0.711204461,9.672930964,1.0282837,1.793391217,1.477121255,25,0.705024123,0.231730528
37844,August,8,Cave,2,1,1,Run,PopEst,PopEst,540,25,369,14,0,0,0,13,0,0,2,0,1,3,7,0,66,20,0,0,0,0,0,0,0,0,0,0,,,,,25.8,45,203.82,7.9,30,15.06666667,0,4,30.70888,17.58449022,26.75724874,17.46645787,2.649396526,0.562221054,2.73239376,1.487263977,1.269150653,10,0,1.205925784,0.698970004,12.01606832,1.114479819,1.477121255,1.653212514,13,0.42333032,0.153305701
37844,August,8,Cave,2,1,2,Riffle,PopEst,PopEst,372,86,212,24,0,0,0,1,0,0,3,0,1,2,2,0,67,6,0,0,0,0,0,0,0,0,0,0,,,,,112,90,564.48,5.04,29.25,5.4,0.6,4.2,30.48192,12.20395566,64.19060914,17.01631335,0.659013605,0.219849948,2.57054294,1.484042319,1.120704057,10,0.204119983,0.806179974,0.716003344,6.954942471,0.900637043,1.46612587,1.954242509,1,0.032806332,0.014018892
37844,August,8,Cave,2,1,3,Pool,PopEst,PopEst,387,32,281,7,1,0,0,2,0,0,1,0,1,21,4,0,30,4,0,0,0,0,0,0,0,0,0,0,,,,,35.9,10,284.1228571,7.914285714,34.28571429,45.33333333,0,4.571428571,128.8023619,3.004603287,5.742081468,20.06121275,1.362086824,0.373295857,2.587710965,2.109923827,0.6025595,11,0,1.665893546,0.745966567,2.181637012,0.50265063,1.535113202,1,2,0.015527666,0.006691759
37844,August,8,Cave,2,1,4,Riffle,PopEst,PopEst,69,4,29,13,0,0,0,0,0,0,2,0,2,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,,,,,39.7,,97.265,2.45,45,8.5,1.708333333,4.25,8.267525,8.345907633,,26.75724874,0.709402149,0.232844246,1.838849091,0.917375517,0.970621484,8,0.432702115,0.977723605,0.720159303,3.507700309,0.653955035,1.653212514,,0,0,0
37844,August,8,Cave,2,1,5,Run,PopEst,PopEst,151,2,103,1,0,0,0,5,0,0,5,0,0,0,1,0,33,2,0,0,0,0,0,0,0,0,0,0,,,,,40.7,,147.02875,3.6125,38.125,9.125,0.666666667,3.916666667,13.41637344,11.25490437,,22.4224993,1.027010024,0.306855896,2.178976947,1.127635138,1.088309927,8,0.22184875,1.005395032,0.691670766,7.677186423,0.938378928,1.581209852,,5,0.372678953,0.137568975
37845,August,8,Bear,1,1,1,Riffle,PopEst,PopEst,114,11,81,4,0,0,0,7,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,16.7,30,82.38666667,4.933333333,53.33333333,9.666666667,1.444444444,4.555555556,7.964044444,14.31433498,17.46645787,32.24730064,1.383719048,0.377255067,2.056904851,0.901133675,1.185098143,8,0.388180171,1.028028724,0.744727495,10.1707117,1.048080843,1.726998728,1.477121255,11,1.381207762,0.376797289
37845,August,8,Bear,1,1,2,Run,PopEst,PopEst,389,10,308,1,5,2,3,9,2,2,6,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,,,,,37.5,30,238.9285714,6.371428571,38.57142857,23.61904762,0.476190476,4.904761905,56.43265306,6.893172284,17.46645787,22.69959888,1.628101644,0.419642158,2.589949601,1.751530468,0.897251582,14,0.169142399,1.391271248,0.77120239,5.457833068,0.810086815,1.586265724,1.477121255,11,0.19492261,0.077339779
37845,August,8,Bear,1,1,3,Riffle,PopEst,PopEst,241,12,173,25,5,0,0,7,2,6,8,7,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,49.5,40,266.2,5.377777778,40.55555556,11.85185185,3.962962963,4.555555556,31.54962963,7.638758452,23.59013767,23.93808138,0.905334335,0.279971194,2.382017043,1.498994265,0.936451331,11,0.695741034,1.108965711,0.744727495,5.483424117,0.811804432,1.608050355,1.602059991,13,0.412049211,0.149849833
37845,August,8,Bear,1,1,4,Pool,PopEst,PopEst,105,1,83,5,1,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,16,20,61.86666667,3.866666667,55,25.33333333,0.888888889,4.888888889,15.67288889,6.699466878,11.54281075,33.3839372,1.697198276,0.430912873,2.021189299,1.195149055,0.886460655,7,0.276206412,1.420505837,0.77003336,5.295769056,0.799048789,1.740362689,1.301029996,4,0.255217786,0.098719084
37845,August,8,Bear,1,1,5,Riffle,PopEst,PopEst,141,5,81,12,2,0,0,5,0,7,1,6,0,0,1,0,18,1,0,0,0,0,0,0,1,0,0,0,,,,,23.6,30,113.28,4.8,21.25,14.5,3.25,4.333333333,16.4256,8.584161309,17.46645787,12.27512196,1.24470339,0.351158962,2.149219113,1.215521243,0.981554115,12,0.62838893,1.190331698,0.726998728,4.93132671,0.773151847,1.327358934,1.477121255,12,0.73056692,0.238188398
37845,August,8,Bear,1,1,6,Run,PopEst,PopEst,89,2,82,7,2,0,0,0,0,3,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,19.8,5,61.38,3.1,40,12.41666667,2.833333333,5.166666667,7.62135,11.67772114,2.867437651,23.59013767,1.449983708,0.389163196,1.949390007,0.882031906,1.103041195,8,0.583576586,1.12764463,0.790050474,10.75924869,1.070379575,1.602059991,0.698970004,3,0.39363105,0.144147814
37845,August,8,Bear,1,1,7,Run,PopEst,PopEst,351,12,221,12,0,0,1,7,1,4,0,23,0,5,1,1,66,1,0,0,0,0,0,0,1,0,0,0,,,,,18.4,,100.5866667,5.466666667,45,23.77777778,1.222222222,4.555555556,23.91727407,14.67558547,,26.75724874,3.489528102,0.652200694,2.545307116,1.37871168,1.19522377,14,0.346787486,1.394062354,0.744727495,9.240183447,1.010307737,1.653212514,,11,0.459918633,0.164328652
37846,August,8,Tomahawk,5,2,1,Run,PopEst,PopEst,178,0,5,0,0,0,0,19,0,0,1,0,17,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,,,,,18.7,15,104.2525,5.575,13.75,13.5,1.75,4.083333333,14.0740875,12.64735636,8.631302261,7.907216355,1.707393108,0.432551319,2.250420002,1.148420247,1.135048532,5,0.439332694,1.161368002,0.706148589,0.355262819,0.132023524,1.138302698,1.176091259,19,1.349998712,0.371067624
